date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-03,AP,Macapá,city,19,0,True,503327,1600303,3.77488,NA
2020-04-03,PA,Abaetetuba,city,1,0,True,157698,1500107,0.63412,NA
2020-04-03,PA,Ananindeua,city,9,0,True,530598,1500800,1.6962,NA
2020-04-03,PA,Barcarena,city,1,0,True,124680,1501303,0.80205,NA
2020-04-03,PA,Belém,city,30,0,True,1492745,1501402,2.00972,NA
2020-04-03,PA,Castanhal,city,1,0,True,200793,1502400,0.49803,NA
2020-04-03,PA,Itaituba,city,1,0,True,101247,1503606,0.98768,NA
2020-04-03,PA,Marabá,city,1,0,True,279349,1504208,0.35798,NA
2020-04-03,PA,Marituba,city,1,0,True,131521,1504422,0.76033,NA
2020-04-03,PA,Parauapebas,city,1,0,True,208273,1505536,0.48014,NA
2020-04-03,PA,Santarém,city,4,1,True,304589,1506807,1.31325,0.25
2020-04-03,PA,Tucuruí,city,1,0,True,113659,1508100,0.87982,NA
2020-04-02,AC,Acrelândia,city,8,0,True,15256,1200013,52.43838,NA
2020-04-02,AC,Porto Acre,city,1,0,True,18504,1200807,5.40424,NA
2020-04-02,AC,Rio Branco,city,36,0,True,407319,1200401,8.83828,NA
2020-04-02,AL,Importados/Indefinidos,city,4,0,True,NA,NA,NA,NA
2020-04-02,AL,Maceió,city,13,1,True,1018948,2704302,1.27583,0.0769
2020-04-02,AL,Porto Real do Colégio,city,1,0,True,20066,2707503,4.98355,NA
2020-04-02,AM,Anori,city,1,0,True,21010,1300102,4.75964,NA
2020-04-02,AM,Boca do Acre,city,1,0,True,34308,1300706,2.91477,NA
2020-04-02,AM,Careiro da Várzea,city,1,0,True,30225,1301159,3.30852,NA
2020-04-02,AM,Itacoatiara,city,4,0,True,101337,1301902,3.94723,NA
2020-04-02,AM,Manacapuru,city,6,0,True,97377,1302504,6.16162,NA
2020-04-02,AM,Manaus,city,205,2,True,2182763,1302603,9.39177,0.0098
2020-04-02,AM,Novo Airão,city,1,0,True,19454,1303205,5.14033,NA
2020-04-02,AM,Parintins,city,3,1,True,114273,1303403,2.62529,0.3333
2020-04-02,AM,Santo Antônio do Içá,city,4,0,True,21602,1303700,18.5168,NA
2020-04-02,AM,Tonantins,city,3,0,True,18755,1304237,15.99573,NA
2020-04-02,AP,Macapá,city,12,0,False,503327,1600303,2.38414,NA
2020-04-02,BA,Alagoinhas,city,3,0,True,151596,2900702,1.97894,NA
2020-04-02,BA,Barra,city,1,0,True,53578,2902708,1.86644,NA
2020-04-02,BA,Barra do Rocha,city,1,0,True,5714,2903102,17.50088,NA
2020-04-02,BA,Barreiras,city,1,0,True,155439,2903201,0.64334,NA
2020-04-02,BA,Belmonte,city,1,0,True,23328,2903409,4.28669,NA
2020-04-02,BA,Brumado,city,5,0,True,67195,2904605,7.44103,NA
2020-04-02,BA,Camaçari,city,4,0,True,299132,2905701,1.3372,NA
2020-04-02,BA,Canarana,city,1,0,True,26176,2906204,3.82029,NA
2020-04-02,BA,Candeias,city,1,0,True,87076,2906501,1.14842,NA
2020-04-02,BA,Catu,city,0,0,True,54704,2907509,NA,NA
2020-04-02,BA,Coaraci,city,1,0,True,16993,2908002,5.88478,NA
2020-04-02,BA,Conceição do Jacuípe,city,1,0,True,33153,2908507,3.01632,NA
2020-04-02,BA,Conde,city,1,0,True,25837,2908606,3.87042,NA
2020-04-02,BA,Dias d'Ávila,city,1,0,True,81089,2910057,1.23321,NA
