date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-10,AC,Acrelândia,city,9,0,TRUE,15256,1200013,58.99318,NA
2020-04-10,AC,Bujari,city,1,0,TRUE,10266,1200138,9.74089,NA
2020-04-10,AC,Plácido de Castro,city,4,0,TRUE,19761,1200385,20.24189,NA
2020-04-10,AC,Porto Acre,city,1,0,TRUE,18504,1200807,5.40424,NA
2020-04-10,AC,Rio Branco,city,55,2,TRUE,407319,1200401,13.50293,0.0364
2020-04-10,AL,Importados/Indefinidos,city,7,0,TRUE,NA,NA,NA,NA
2020-04-10,AL,Maceió,city,34,3,TRUE,1018948,2704302,3.33677,0.0882
2020-04-10,AL,Marechal Deodoro,city,2,0,TRUE,51901,2704708,3.85349,NA
2020-04-10,AL,Palmeira dos Índios,city,1,0,TRUE,73218,2706307,1.36578,NA
2020-04-10,AL,Porto Real do Colégio,city,1,0,TRUE,20066,2707503,4.98355,NA
2020-04-10,AM,Anori,city,2,0,TRUE,21010,1300102,9.51928,NA
2020-04-10,AM,Boca do Acre,city,1,0,TRUE,34308,1300706,2.91477,NA
2020-04-10,AM,Careiro da Várzea,city,2,0,TRUE,30225,1301159,6.61704,NA
2020-04-10,AM,Iranduba,city,11,0,TRUE,48296,1301852,22.77621,NA
2020-04-10,AM,Itacoatiara,city,11,0,TRUE,101337,1301902,10.85487,NA
2020-04-10,AM,Manacapuru,city,62,3,TRUE,97377,1302504,63.67007,0.0484
2020-04-10,AM,Manaus,city,863,42,TRUE,2182763,1302603,39.53705,0.0487
2020-04-10,AM,Manicoré,city,1,1,TRUE,55751,1302702,1.79369,1
2020-04-10,AM,Maués,city,1,0,TRUE,63905,1302900,1.56482,NA
2020-04-10,AM,Novo Airão,city,1,1,TRUE,19454,1303205,5.14033,1
2020-04-10,AM,Parintins,city,6,2,TRUE,114273,1303403,5.25058,0.3333
2020-04-10,AM,Presidente Figueiredo,city,2,1,TRUE,36279,1303536,5.51283,0.5
2020-04-10,AM,Santo Antônio do Içá,city,7,0,TRUE,21602,1303700,32.40441,NA
2020-04-10,AM,São Paulo de Olivença,city,5,0,TRUE,39299,1303908,12.72297,NA
2020-04-10,AM,Tabatinga,city,2,0,TRUE,65844,1304062,3.03748,NA
2020-04-10,AM,Tefé,city,1,0,TRUE,59849,1304203,1.67087,NA
2020-04-10,AM,Tonantins,city,3,0,TRUE,18755,1304237,15.99573,NA
2020-04-10,AP,Importados/Indefinidos,city,0,1,TRUE,NA,NA,NA,NA
2020-04-10,AP,Macapá,city,146,1,TRUE,503327,1600303,29.00699,0.0068
2020-04-10,AP,Oiapoque,city,1,0,TRUE,27270,1600501,3.66703,NA
2020-04-10,AP,Santana,city,19,0,TRUE,121364,1600600,15.65538,NA
2020-04-10,BA,Adustina,city,1,1,TRUE,17040,2900355,5.86854,1
2020-04-10,BA,Alagoinhas,city,5,0,TRUE,151596,2900702,3.29824,NA
2020-04-10,BA,Araci,city,1,1,TRUE,54379,2902104,1.83895,1
2020-04-10,BA,Aurelino Leal,city,1,0,TRUE,11531,2902401,8.67227,NA
2020-04-10,BA,Barra,city,2,0,TRUE,53578,2902708,3.73288,NA
2020-04-10,BA,Barra do Choça,city,1,0,TRUE,31603,2902906,3.16426,NA
2020-04-10,BA,Barra do Rocha,city,3,0,TRUE,5714,2903102,52.50263,NA
2020-04-10,BA,Barreiras,city,1,0,TRUE,155439,2903201,0.64334,NA
2020-04-10,BA,Belmonte,city,2,0,TRUE,23328,2903409,8.57339,NA
2020-04-10,BA,Brumado,city,8,0,TRUE,67195,2904605,11.90565,NA
2020-04-10,BA,Cachoeira,city,1,0,TRUE,33470,2904902,2.98775,NA
2020-04-10,BA,Camacan,city,1,0,TRUE,31988,2905602,3.12617,NA
2020-04-10,BA,Camaçari,city,10,0,TRUE,299132,2905701,3.34301,NA
2020-04-10,BA,Campo Formoso,city,1,0,TRUE,71206,2906006,1.40438,NA
2020-04-10,BA,Canarana,city,1,0,TRUE,26176,2906204,3.82029,NA
2020-04-10,BA,Candeias,city,1,0,TRUE,87076,2906501,1.14842,NA
2020-04-10,BA,Cansanção,city,1,0,TRUE,34834,2906808,2.87076,NA
2020-04-10,BA,Catu,city,2,0,TRUE,54704,2907509,3.65604,NA
2020-04-10,BA,Coaraci,city,2,0,TRUE,16993,2908002,11.76955,NA
2020-04-10,BA,Conceição do Coité,city,2,0,TRUE,66612,2908408,3.00246,NA
2020-04-10,BA,Conceição do Jacuípe,city,1,0,TRUE,33153,2908507,3.01632,NA
2020-04-10,BA,Conde,city,1,0,TRUE,25837,2908606,3.87042,NA
2020-04-10,BA,Dias d'Ávila,city,1,0,TRUE,81089,2910057,1.23321,NA
2020-04-10,BA,Euclides da Cunha,city,1,0,TRUE,60585,2910701,1.65057,NA
2020-04-10,BA,Feira de Santana,city,46,0,TRUE,614872,2910800,7.48123,NA
2020-04-10,BA,Gandu,city,1,0,TRUE,32403,2911204,3.08613,NA
2020-04-10,BA,Gongogi,city,1,0,TRUE,7128,2911501,14.02918,NA
2020-04-10,BA,Ibirataia,city,3,0,TRUE,15312,2912905,19.59248,NA
2020-04-10,BA,Ibotirama,city,1,0,TRUE,26927,2913200,3.71374,NA
2020-04-10,BA,Ilhéus,city,29,1,TRUE,162327,2913606,17.86517,0.0345
2020-04-10,BA,Ipiaú,city,12,0,TRUE,45873,2913903,26.15918,NA
2020-04-10,BA,Itabuna,city,19,0,TRUE,213223,2914802,8.91086,NA
2020-04-10,BA,Itagi,city,1,0,TRUE,12351,2915106,8.09651,NA
2020-04-10,BA,Itagibá,city,3,1,TRUE,14579,2915205,20.57754,0.3333
2020-04-10,BA,Itajuípe,city,4,0,TRUE,20491,2915502,19.52077,NA
2020-04-10,BA,Itamaraju,city,1,0,TRUE,64486,2915601,1.55072,NA
2020-04-10,BA,Itapebi,city,1,0,TRUE,10259,2916302,9.74754,NA
2020-04-10,BA,Itapetinga,city,3,1,TRUE,76147,2916401,3.93975,0.3333
2020-04-10,BA,Itarantim,city,1,0,TRUE,19747,2916807,5.06406,NA
2020-04-10,BA,Itatim,city,1,0,TRUE,14487,2916856,6.90274,NA
2020-04-10,BA,Itororó,city,4,0,TRUE,20382,2917102,19.62516,NA
2020-04-10,BA,Ituberá,city,1,0,TRUE,28602,2917300,3.49626,NA
2020-04-10,BA,Jaguaquara,city,1,0,TRUE,54423,2917607,1.83746,NA
2020-04-10,BA,Jequié,city,1,0,TRUE,155966,2918001,0.64117,NA
2020-04-10,BA,Juazeiro,city,3,0,TRUE,216707,2918407,1.38436,NA
2020-04-10,BA,Lauro de Freitas,city,19,1,TRUE,198440,2919207,9.57468,0.0526
2020-04-10,BA,Medeiros Neto,city,1,0,TRUE,22688,2921104,4.40762,NA
2020-04-10,BA,Nova Soure,city,1,0,TRUE,26947,2922904,3.71099,NA
2020-04-10,BA,Palmeiras,city,1,0,TRUE,9019,2923506,11.0877,NA
2020-04-10,BA,Piripá,city,1,0,TRUE,10707,2924702,9.33968,NA
2020-04-10,BA,Pojuca,city,1,0,TRUE,39519,2925204,2.53043,NA
2020-04-10,BA,Porto Seguro,city,10,0,TRUE,148686,2925303,6.72558,NA
2020-04-10,BA,Prado,city,4,0,TRUE,28174,2925501,14.19749,NA
2020-04-10,BA,Rio do Pires,city,1,0,TRUE,11655,2926905,8.58001,NA
2020-04-10,BA,Salvador,city,343,11,TRUE,2872347,2927408,11.94145,0.0321
2020-04-10,BA,Santa Cruz Cabrália,city,5,0,TRUE,27778,2927705,17.99986,NA
2020-04-10,BA,Santa Luzia,city,1,0,TRUE,12597,2928059,7.9384,NA
2020-04-10,BA,Santa Maria da Vitória,city,1,0,TRUE,39845,2928109,2.50973,NA
2020-04-10,BA,São Domingos,city,1,0,TRUE,9058,2928950,11.03996,NA
2020-04-10,BA,São Francisco do Conde,city,1,0,TRUE,39802,2929206,2.51244,NA
2020-04-10,BA,Serrinha,city,3,0,TRUE,80861,2930501,3.71007,NA
2020-04-10,BA,Simões Filho,city,3,0,TRUE,134377,2930709,2.23252,NA
2020-04-10,BA,Teixeira de Freitas,city,3,0,TRUE,160487,2931350,1.86931,NA
2020-04-10,BA,Ubatã,city,4,0,TRUE,27035,2932309,14.79564,NA
2020-04-10,BA,Uruçuca,city,9,1,TRUE,20519,2932705,43.86179,0.1111
2020-04-10,BA,Utinga,city,1,1,TRUE,19178,2932804,5.21431,1
2020-04-10,BA,Vitória da Conquista,city,14,0,TRUE,338480,2933307,4.13614,NA
2020-04-10,ES,Afonso Cláudio,city,1,0,TRUE,30586,3200102,3.26947,NA
2020-04-10,ES,Alto Rio Novo,city,0,0,TRUE,7836,3200359,NA,NA
2020-04-10,ES,Aracruz,city,5,0,TRUE,101220,3200607,4.93974,NA
2020-04-10,ES,Boa Esperança,city,1,0,TRUE,15037,3201001,6.65026,NA
2020-04-10,ES,Cachoeiro de Itapemirim,city,3,0,TRUE,208972,3201209,1.4356,NA
2020-04-10,ES,Cariacica,city,27,0,TRUE,381285,3201308,7.08132,NA
2020-04-10,ES,Castelo,city,2,0,TRUE,37534,3201407,5.3285,NA
2020-04-10,ES,Colatina,city,5,0,TRUE,122499,3201506,4.08167,NA
2020-04-10,ES,Fundão,city,1,0,TRUE,21509,3202207,4.64922,NA
2020-04-10,ES,Guarapari,city,3,0,TRUE,124859,3202405,2.40271,NA
2020-04-10,ES,Ibiraçu,city,2,0,TRUE,12479,3202504,16.02693,NA
2020-04-10,ES,Importados/Indefinidos,city,0,0,TRUE,NA,NA,NA,NA
2020-04-10,ES,Itapemirim,city,1,0,TRUE,34348,3202801,2.91138,NA
2020-04-10,ES,Linhares,city,9,1,TRUE,173555,3203205,5.18568,0.1111
2020-04-10,ES,Nova Venécia,city,1,0,TRUE,50110,3203908,1.99561,NA
2020-04-10,ES,Santa Teresa,city,2,0,TRUE,23590,3204609,8.47817,NA
2020-04-10,ES,São Gabriel da Palha,city,1,0,TRUE,37947,3204708,2.63525,NA
2020-04-10,ES,São Mateus,city,5,1,TRUE,130611,3204906,3.82816,0.2
2020-04-10,ES,São Roque do Canaã,city,1,0,TRUE,12415,3204955,8.05477,NA
2020-04-10,ES,Serra,city,76,2,TRUE,517510,3205002,14.68571,0.0263
2020-04-10,ES,Sooretama,city,2,0,TRUE,30070,3205010,6.65115,NA
2020-04-10,ES,Venda Nova do Imigrante,city,1,0,TRUE,25277,3205069,3.95617,NA
2020-04-10,ES,Viana,city,4,0,TRUE,78239,3205101,5.11254,NA
2020-04-10,ES,Vila Velha,city,100,2,TRUE,493838,3205200,20.24956,0.02
2020-04-10,ES,Vitória,city,96,2,TRUE,362097,3205309,26.51223,0.0208
2020-04-10,GO,Águas Lindas de Goiás,city,2,0,TRUE,212440,5200258,0.94144,NA
2020-04-10,GO,Anápolis,city,12,0,TRUE,386923,5201108,3.10139,NA
2020-04-10,GO,Anhanguera,city,1,0,TRUE,1149,5201207,87.0322,NA
2020-04-10,GO,Aparecida de Goiânia,city,2,0,TRUE,578179,5201405,0.34591,NA
2020-04-10,GO,Bela Vista de Goiás,city,1,0,TRUE,29975,5203302,3.33611,NA
2020-04-10,GO,Bom Jesus de Goiás,city,1,0,TRUE,25216,5203500,3.96574,NA
2020-04-10,GO,Caldas Novas,city,0,0,TRUE,91162,5204508,NA,NA
2020-04-10,GO,Campestre de Goiás,city,1,0,TRUE,3630,5204607,27.54821,NA
2020-04-10,GO,Catalão,city,1,0,TRUE,108823,5205109,0.91892,NA
2020-04-10,GO,Cidade Ocidental,city,2,0,TRUE,71376,5205497,2.80206,NA
2020-04-10,GO,Goiandira,city,1,1,TRUE,5600,5208509,17.85714,1
2020-04-10,GO,Goianésia,city,8,0,TRUE,70084,5208608,11.41487,NA
2020-04-10,GO,Goiânia,city,109,5,TRUE,1516113,5208707,7.18944,0.0459
2020-04-10,GO,Goiatuba,city,1,0,TRUE,34095,5209101,2.93298,NA
2020-04-10,GO,Guapó,city,1,0,TRUE,14209,5209200,7.03779,NA
2020-04-10,GO,Hidrolândia,city,0,0,TRUE,21706,5209705,NA,NA
2020-04-10,GO,Importados/Indefinidos,city,3,0,TRUE,NA,NA,NA,NA
2020-04-10,GO,Itumbiara,city,5,0,TRUE,104742,5211503,4.77363,NA
2020-04-10,GO,Jataí,city,4,0,TRUE,100882,5211909,3.96503,NA
2020-04-10,GO,Luziânia,city,6,1,TRUE,208299,5212501,2.88047,0.1667
2020-04-10,GO,Montividiu,city,1,0,TRUE,13396,5213756,7.46491,NA
2020-04-10,GO,Nova Glória,city,1,0,TRUE,8164,5214861,12.2489,NA
2020-04-10,GO,Nova Veneza,city,1,0,TRUE,9853,5215009,10.14919,NA
2020-04-10,GO,Paranaiguara,city,1,0,TRUE,10057,5216304,9.94332,NA
2020-04-10,GO,Pires do Rio,city,1,1,TRUE,31458,5217401,3.17884,1
2020-04-10,GO,Professor Jamil,city,1,0,TRUE,3223,5218391,31.02699,NA
2020-04-10,GO,Rio Verde,city,11,0,TRUE,235647,5218805,4.668,NA
2020-04-10,GO,São Luís de Montes Belos,city,2,0,TRUE,33817,5220108,5.91419,NA
2020-04-10,GO,Senador Canedo,city,1,0,TRUE,115371,5220454,0.86677,NA
2020-04-10,GO,Silvânia,city,1,0,TRUE,20695,5220603,4.83209,NA
2020-04-10,GO,Trindade,city,2,0,TRUE,127599,5221403,1.56741,NA
2020-04-10,GO,Valparaíso de Goiás,city,6,0,TRUE,168468,5221858,3.56151,NA
2020-04-10,GO,Vianópolis,city,1,0,TRUE,13863,5222005,7.21345,NA
2020-04-10,MA,Açailândia,city,1,0,TRUE,112445,2100055,0.88932,NA
2020-04-10,MA,Cachoeira Grande,city,1,0,TRUE,9431,2102374,10.60333,NA
2020-04-10,MA,Cajapió,city,1,0,TRUE,11177,2102408,8.94694,NA
2020-04-10,MA,Cantanhede,city,1,0,TRUE,21995,2102705,4.54649,NA
2020-04-10,MA,Chapadinha,city,1,0,TRUE,79675,2103208,1.2551,NA
2020-04-10,MA,Colinas,city,1,0,TRUE,41178,2103505,2.42848,NA
2020-04-10,MA,Icatu,city,0,0,TRUE,27113,2105104,NA,NA
2020-04-10,MA,Imperatriz,city,5,0,TRUE,258682,2105302,1.93288,NA
2020-04-10,MA,Paço do Lumiar,city,14,2,TRUE,122197,2107506,11.45691,0.1429
2020-04-10,MA,Raposa,city,2,0,TRUE,30761,2109452,6.50174,NA
2020-04-10,MA,Santa Inês,city,1,0,TRUE,89044,2109908,1.12304,NA
2020-04-10,MA,São Benedito do Rio Preto,city,1,0,TRUE,18663,2110401,5.3582,NA
2020-04-10,MA,São José de Ribamar,city,23,0,TRUE,177687,2111201,12.94411,NA
2020-04-10,MA,São Luís,city,288,19,TRUE,1101884,2111300,26.13705,0.066
2020-04-10,MA,Timon,city,2,0,TRUE,169107,2112209,1.18268,NA
2020-04-10,MA,Urbano Santos,city,1,0,TRUE,33122,2112605,3.01914,NA
2020-04-10,MA,Viana,city,1,0,TRUE,52441,2112803,1.9069,NA
